Days(h);Date;Day;Depth;Counts;Variables;Class;Groups
0;13.07.;13-06 h;0;600;Microphytoplankton;PHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;30;2170;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;50;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;65;1750;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;75;2615;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;0;650;Microphytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;20;2223;Microphytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;30;20;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;50;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;75;1620;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
24;14.07.;14-06 h;0;210;Microphytoplankton;PHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;30;1143;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;75;370;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;0;4400;Microphytoplankton;PHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;30;6875;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;50;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;75;2940;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;0;1260;Microphytoplankton;PHYTOPLANKTON;SURFACE
36;14.07.;14-18 h;8;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;30;1525;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;65;1715;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;0;675;Microphytoplankton;PHYTOPLANKTON;SURFACE
42;14.07.;14-24 h;12;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;65;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;0;100;Microphytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;30;515;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
48;15.07.;15-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;65;6725;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;0;965;Microphytoplankton;PHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;12;465;Microphytoplankton;PHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
60;15.07.;15-18 h;35;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;65;1200;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;0;1090;Microphytoplankton;PHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
72;16.07.;16-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;65;230;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;0;630;Microphytoplankton;PHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
84;16.07.;16-18 h;29;805;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;65;4575;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;0;1020;Microphytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;29;1305;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
96;17.07.;17-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;65;1220;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;0;705;Microphytoplankton;PHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
102;17.07.;17-12 h;29;420;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;65;3175;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;0;1580;Microphytoplankton;PHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
108;17.07.;17-18 h;29;1145;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;65;1300;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;0;650;Microphytoplankton;PHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;12;3520;Microphytoplankton;PHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;29;1170;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;65;3660;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;0;2550;Microphytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;29;890;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
120;18.07.;18-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;65;4885;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
126;18.07.;18-12 h;0;2825;Microphytoplankton;PHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;29;1233;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
126;18.07.;18-12 h;65;5313;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;0;1010;Microphytoplankton;PHYTOPLANKTON;SURFACE
132;18.07.;18-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;29;1330;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;65;7770;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;0;1910;Microphytoplankton;PHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
138;18.07.;18-24 h;29;1990;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;65;785;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;0;2150;Microphytoplankton;PHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;29;765;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
144;19.07.;19-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;65;40;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;0;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;29;2320;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
150;19.07.;19-12 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;65;2230;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;0;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
156;19.07.;19-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;29;190;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;65;40;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;0;190;Microphytoplankton;PHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
162;19.07.;19-24 h;29;1270;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;65;1285;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;0;1615;Microphytoplankton;PHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;29;1525;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
168;20.07.;20-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;65;1920;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;0;1465;Microphytoplankton;PHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;29;570;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;65;1140;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;0;2770;Microphytoplankton;PHYTOPLANKTON;SURFACE
180;20.07.;20-18 h;12;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;29;500;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;65;970;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;0;3365;Microphytoplankton;PHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;12;4390;Microphytoplankton;PHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;29;220;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;65;2036;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;0;1910;Microphytoplankton;PHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;12;1280;Microphytoplankton;PHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;20;1355;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;29;675;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;65;840;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;0;1420;Microphytoplankton;PHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;12;0;Microphytoplankton;PHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;20;725;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;29;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;65;1050;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;0;2165;Microphytoplankton;PHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;12;1030;Microphytoplankton;PHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;29;950;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;65;1720;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;0;3450;Microphytoplankton;PHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;12;1425;Microphytoplankton;PHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;29;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;65;3503;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;0;1105;Microphytoplankton;PHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;12;2745;Microphytoplankton;PHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;20;0;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;29;1560;Microphytoplankton;PHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;40;0;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;65;820;Microphytoplankton;PHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;0;4260;Nanophytoplankton;PHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;30;7810;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;50;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;65;4970;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;75;2840;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;0;6390;Nanophytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;20;4260;Nanophytoplankton;PHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;30;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;50;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;75;2130;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
24;14.07.;14-06 h;0;1420;Nanophytoplankton;PHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;30;4970;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;40;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;75;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;0;8520;Nanophytoplankton;PHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;30;2840;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;50;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;75;2840;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;0;6390;Nanophytoplankton;PHYTOPLANKTON;SURFACE
36;14.07.;14-18 h;8;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;12;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;30;12770;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;65;2130;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;0;1420;Nanophytoplankton;PHYTOPLANKTON;SURFACE
42;14.07.;14-24 h;12;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;65;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;0;4970;Nanophytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;30;7810;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
48;15.07.;15-06 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;65;2840;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;0;4970;Nanophytoplankton;PHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;12;4260;Nanophytoplankton;PHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
60;15.07.;15-18 h;35;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;65;6390;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;0;4970;Nanophytoplankton;PHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
72;16.07.;16-06 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;65;2130;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;0;1420;Nanophytoplankton;PHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
84;16.07.;16-18 h;29;2840;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;65;7100;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;0;2130;Nanophytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;29;710;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
96;17.07.;17-06 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;65;710;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;0;3550;Nanophytoplankton;PHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
102;17.07.;17-12 h;29;3550;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;65;710;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;0;2840;Nanophytoplankton;PHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
108;17.07.;17-18 h;29;5680;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;65;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;0;1420;Nanophytoplankton;PHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;12;710;Nanophytoplankton;PHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;20;0;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;29;2840;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;65;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;0;5680;Nanophytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;12;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;20;0;Nanophytoplankton;PHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;29;2840;Nanophytoplankton;PHYTOPLANKTON;THERMOCLINE
120;18.07.;18-06 h;40;0;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;65;1420;Nanophytoplankton;PHYTOPLANKTON;DEEP LAYER
