Days(h);Date;Day;Depth;Counts;Variables;Class;Groups
108;17.07.;17-18 h;20;5949;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
108;17.07.;17-18 h;29;12101;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;40;21245;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;65;22296;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;0;443;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;12;611;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;20;3169;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;29;5970;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;40;10377;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;65;21930;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;0;400;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;12;336;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;20;3376;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;29;6107;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
120;18.07.;18-06 h;40;12110;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;65;25738;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
126;18.07.;18-12 h;0;258;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;20;2048;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;29;8194;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
126;18.07.;18-12 h;65;23994;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;0;908;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
132;18.07.;18-18 h;12;3637;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;20;5586;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;29;11517;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;40;19115;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;65;18818;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;0;599;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;12;2052;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;20;8538;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
138;18.07.;18-24 h;29;12411;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;40;20986;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;65;28914;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;0;320;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;12;562;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;20;2169;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;29;5615;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
144;19.07.;19-06 h;40;10300;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;65;36350;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;0;199;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;20;660;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;29;5279;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
150;19.07.;19-12 h;40;11435;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;65;31104;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;0;246;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
156;19.07.;19-18 h;12;2995;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;20;6624;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;29;15160;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;40;25843;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;65;29884;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;0;400;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;12;1015;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;20;5172;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
162;19.07.;19-24 h;29;9767;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;40;11421;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;65;28982;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;0;357;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;20;1980;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;29;3188;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
168;20.07.;20-06 h;40;11894;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;65;32869;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;0;269;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;12;506;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;20;1679;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;29;9104;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;40;18270;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;65;30286;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;0;418;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
180;20.07.;20-18 h;12;1218;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;20;5304;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;29;9057;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;40;20443;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;65;28990;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;0;488;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;12;853;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;20;2677;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;29;8114;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;40;17397;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;65;43080;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;0;398;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;12;836;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;20;1556;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;29;8571;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;40;14902;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;65;33643;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;0;482;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;12;705;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;20;3022;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;29;8155;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;40;16273;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;65;39476;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;0;359;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;12;1349;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;20;3487;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;29;10492;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;40;17836;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;65;31917;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;0;357;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;12;730;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;20;1935;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;29;6464;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;40;12241;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;65;40474;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;0;195;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;12;324;Prochlorococcus;PICOPHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;20;1460;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;29;5392;Prochlorococcus;PICOPHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;40;13450;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;65;42039;Prochlorococcus;PICOPHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;0;506;PPEs;PICOPHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;12;500;PPEs;PICOPHYTOPLANKTON;SURFACE
0;13.07.;13-06 h;20;592;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;30;627;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
0;13.07.;13-06 h;50;494;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;65;476;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
0;13.07.;13-06 h;75;471;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;0;390;PPEs;PICOPHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;12;441;PPEs;PICOPHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;20;508;PPEs;PICOPHYTOPLANKTON;SURFACE
6;13.07.;13-12 h;30;463;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;50;496;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
6;13.07.;13-12 h;75;433;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
24;14.07.;14-06 h;0;439;PPEs;PICOPHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;12;459;PPEs;PICOPHYTOPLANKTON;SURFACE
24;14.07.;14-06 h;20;633;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;30;580;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;40;502;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
24;14.07.;14-06 h;75;644;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;0;406;PPEs;PICOPHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;12;457;PPEs;PICOPHYTOPLANKTON;SURFACE
30;14.07.;14-12 h;20;504;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;30;537;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
30;14.07.;14-12 h;40;478;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;50;506;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
30;14.07.;14-12 h;75;228;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;0;379;PPEs;PICOPHYTOPLANKTON;SURFACE
36;14.07.;14-18 h;8;564;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;12;496;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;20;459;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
36;14.07.;14-18 h;30;312;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;40;377;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
36;14.07.;14-18 h;65;400;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;0;416;PPEs;PICOPHYTOPLANKTON;SURFACE
42;14.07.;14-24 h;12;361;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;20;533;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
42;14.07.;14-24 h;40;502;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
42;14.07.;14-24 h;65;381;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;0;457;PPEs;PICOPHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;12;554;PPEs;PICOPHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;20;465;PPEs;PICOPHYTOPLANKTON;SURFACE
48;15.07.;15-06 h;30;633;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
48;15.07.;15-06 h;40;574;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
48;15.07.;15-06 h;65;513;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;0;441;PPEs;PICOPHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;12;435;PPEs;PICOPHYTOPLANKTON;SURFACE
60;15.07.;15-18 h;20;531;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
60;15.07.;15-18 h;35;435;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
60;15.07.;15-18 h;65;64;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;0;396;PPEs;PICOPHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;12;447;PPEs;PICOPHYTOPLANKTON;SURFACE
72;16.07.;16-06 h;20;525;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
72;16.07.;16-06 h;40;543;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
72;16.07.;16-06 h;65;556;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;0;346;PPEs;PICOPHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;12;471;PPEs;PICOPHYTOPLANKTON;SURFACE
84;16.07.;16-18 h;20;506;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
84;16.07.;16-18 h;29;184;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
84;16.07.;16-18 h;65;469;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;0;465;PPEs;PICOPHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;12;494;PPEs;PICOPHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;20;701;PPEs;PICOPHYTOPLANKTON;SURFACE
96;17.07.;17-06 h;29;545;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
96;17.07.;17-06 h;40;431;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
96;17.07.;17-06 h;65;576;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;0;400;PPEs;PICOPHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;12;449;PPEs;PICOPHYTOPLANKTON;SURFACE
102;17.07.;17-12 h;20;488;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
102;17.07.;17-12 h;29;463;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
102;17.07.;17-12 h;65;472;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;0;435;PPEs;PICOPHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;12;478;PPEs;PICOPHYTOPLANKTON;SURFACE
108;17.07.;17-18 h;20;492;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
108;17.07.;17-18 h;29;402;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;40;441;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
108;17.07.;17-18 h;65;531;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;0;414;PPEs;PICOPHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;12;609;PPEs;PICOPHYTOPLANKTON;SURFACE
114;17.07.;17-24 h;20;681;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;29;615;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
114;17.07.;17-24 h;40;537;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
114;17.07.;17-24 h;65;572;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;0;556;PPEs;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;12;443;PPEs;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;20;570;PPEs;PICOPHYTOPLANKTON;SURFACE
120;18.07.;18-06 h;29;636;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
120;18.07.;18-06 h;40;613;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
120;18.07.;18-06 h;65;705;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
126;18.07.;18-12 h;0;416;PPEs;PICOPHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;20;465;PPEs;PICOPHYTOPLANKTON;SURFACE
126;18.07.;18-12 h;29;545;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
126;18.07.;18-12 h;65;652;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;0;289;PPEs;PICOPHYTOPLANKTON;SURFACE
132;18.07.;18-18 h;12;570;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;20;469;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
132;18.07.;18-18 h;29;447;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;40;490;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
132;18.07.;18-18 h;65;711;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;0;500;PPEs;PICOPHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;12;597;PPEs;PICOPHYTOPLANKTON;SURFACE
138;18.07.;18-24 h;20;512;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
138;18.07.;18-24 h;29;554;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;40;525;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
138;18.07.;18-24 h;65;635;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;0;387;PPEs;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;12;428;PPEs;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;20;541;PPEs;PICOPHYTOPLANKTON;SURFACE
144;19.07.;19-06 h;29;621;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
144;19.07.;19-06 h;40;484;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
144;19.07.;19-06 h;65;884;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;0;439;PPEs;PICOPHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;20;478;PPEs;PICOPHYTOPLANKTON;SURFACE
150;19.07.;19-12 h;29;568;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
150;19.07.;19-12 h;40;435;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
150;19.07.;19-12 h;65;615;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;0;351;PPEs;PICOPHYTOPLANKTON;SURFACE
156;19.07.;19-18 h;12;465;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;20;644;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
156;19.07.;19-18 h;29;467;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;40;568;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
156;19.07.;19-18 h;65;800;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;0;398;PPEs;PICOPHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;12;539;PPEs;PICOPHYTOPLANKTON;SURFACE
162;19.07.;19-24 h;20;603;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
162;19.07.;19-24 h;29;512;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;40;558;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
162;19.07.;19-24 h;65;662;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;0;529;PPEs;PICOPHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;20;533;PPEs;PICOPHYTOPLANKTON;SURFACE
168;20.07.;20-06 h;29;646;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
168;20.07.;20-06 h;40;535;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
168;20.07.;20-06 h;65;689;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;0;400;PPEs;PICOPHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;12;486;PPEs;PICOPHYTOPLANKTON;SURFACE
174;20.07.;20-12 h;20;515;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;29;480;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
174;20.07.;20-12 h;40;687;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
174;20.07.;20-12 h;65;738;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;0;371;PPEs;PICOPHYTOPLANKTON;SURFACE
180;20.07.;20-18 h;12;500;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;20;508;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;29;590;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
180;20.07.;20-18 h;40;603;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
180;20.07.;20-18 h;65;718;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;0;508;PPEs;PICOPHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;12;543;PPEs;PICOPHYTOPLANKTON;SURFACE
192;21.07.;21-06 h;20;748;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;29;603;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
192;21.07.;21-06 h;40;707;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
192;21.07.;21-06 h;65;1132;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;0;420;PPEs;PICOPHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;12;465;PPEs;PICOPHYTOPLANKTON;SURFACE
204;21.07.;21-18 h;20;541;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;29;472;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
204;21.07.;21-18 h;40;517;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
204;21.07.;21-18 h;65;724;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;0;451;PPEs;PICOPHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;12;510;PPEs;PICOPHYTOPLANKTON;SURFACE
216;22.07.;22-06 h;20;717;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;29;584;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
216;22.07.;22-06 h;40;615;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
216;22.07.;22-06 h;65;941;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;0;379;PPEs;PICOPHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;12;523;PPEs;PICOPHYTOPLANKTON;SURFACE
228;22.07.;22-18 h;20;554;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;29;437;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
228;22.07.;22-18 h;40;396;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
228;22.07.;22-18 h;65;779;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;0;453;PPEs;PICOPHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;12;523;PPEs;PICOPHYTOPLANKTON;SURFACE
240;23.07.;23-06 h;20;601;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;29;709;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
240;23.07.;23-06 h;40;531;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
240;23.07.;23-06 h;65;898;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;0;223;PPEs;PICOPHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;12;357;PPEs;PICOPHYTOPLANKTON;SURFACE
252;23.07.;23-18 h;20;572;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;29;599;PPEs;PICOPHYTOPLANKTON;THERMOCLINE
252;23.07.;23-18 h;40;486;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
252;23.07.;23-18 h;65;904;PPEs;PICOPHYTOPLANKTON;DEEP LAYER
